MPID,name.x,constituency,Hluttaw,committee.x,position,
,ဒုဗိုလ်မှူးကြီးမောင်မောင်ဦး,,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0037,ဦးဂျေယောဝူ,ကချင်-1,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0159,ဦးဦးထွန်းဝင်း,ကျောက်တော်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0067,ဒေါ်နန်းမိုးမိုးထွေး,ကရင်-4,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0182,ဦးမျိုးဇော်အောင်,ကောလင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0085,ဒေါက်တာသန်းဝင်း,မန္တလေး-1,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,ဥက္ကဋ္ဌ,Updated on 30-01-2017
UPMP-02-0132,ဦးမောင်မောင်လတ်,စစ်ကိုင်း-9,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0294,ဦးဘိုဘိုဦး,စမ်းချောင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အတွင်းရေးမှူး,
UPMP-02-0154,ဦးဇော်ဟိန်း,တနင်္သာရီ-7,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0037,ဒေါ်ခင်နှင်းသစ်,ပန်းတောင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0078,ဦးချစ်ထွေး,မကွေး-3,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0238,ဒေါ်နန်းမိုး,မန်တုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0256,ဦးစိုင်းငေါင်းဆိုင်ဟိန်း,မောက်မယ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0166,ဦးရဲမြင့်စိုး,ရန်ကုန်-7,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0139,ဦးစိုင်းအုန်းကျော်,ရှမ်း-4,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0022,ဦးဇော်သိန်း,ဝါးခယ်မမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် နိုင်ငံတကာပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးချုပ်သန်းလွင်,,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0065,ဦး​စောသန်းထွဋ်,ကရင်-2,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,ဒုဥက္ကဋ္ဌ (၁),
UPMP-02-0035,ဦးမာန်လောမောင်း,ချင်း-8,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0097,ဦးဘိုကြီး,ချောက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0007,ဦးအောင်မင်း,ဇလွန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,ဒုဥက္ကဋ္ဌ (၂),
LWMP-02-0033,ဦးခင်မောင်သန်း,တောင်ငူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,တွဲဖက်အတွင်းရေးမှူး,
UPMP-02-0018,​ဒေါ်ရွှေရွှေစိန်လတ်,ပဲခူး-3,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0248,ဦးလင်းဇော်ထွန်း,မိုင်းဖြတ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0252,ဦးစိုင်းသီဟကျော်,မိုင်းရယ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0202,ဒေါ်ချိုချိုဝင်း,မော်လိုက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0111,​ဒေါ်ထုမေ,ရခိုင်-11,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0117,ဦးအေးသာအောင်,ရခိုင်-6,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,ဥက္ကဋ္ဌ,
UPMP-02-0163,ဦးသန်းစိုး(ခ)သန်းစိုး(ဘောဂဗေဒ),ရန်ကုန်-4,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0141,ဒေါက်တာစိုင်းဆိုင်ကျောက်ဆမ်,ရှမ်း-6,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ပြည်သူ့ငွေစာရင်းပူးပေါင်းကော်မတီ,အတွင်းရေးမှူး,
UPMP-02-0040,ဦးနိုင်ကိုကို,ကချင်-12,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0216,ဒေါ်ပြုံးကေသီနိုင်,ကလောမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0100,ဦးကံဦး,စလင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0131,ဦးနိုင်ထူးအောင်,နွားထိုးကြီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0152,ဒေါ်မိကွန်ချမ်း,ပေါင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0015,ဒေါက်တာဝင်းမြင့်,ပဲခူး-11,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0018,​ဒေါ်ရွှေရွှေစိန်လတ်,ပဲခူး-3,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0105,ဦးဖေတင်,မွန်-6,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0242,ဦးစိုင်းဆိုင်မိုင်း,မိုင်းကိုင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0111,​ဒေါ်ထုမေ,ရခိုင်-11,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0079,ဦးဇာနည်မင်း,ရွှေကူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0144,ဦးခွန်သိန်းဖေ,ရှမ်း-9,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0022,ဦးဇော်သိန်း,ဝါးခယ်မမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0327,ဒေါက်တာဝေဖြိုးအောင်,သာကေတမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0005,ဦးစခင်ဇော်လင်း,ဧရာဝတီ-2,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် အာဆီယံပါလီမန်များညီလာခံဆိုင်ရာ ပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးချုပ်မောင်မောင်,,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0038,ဦးသိန်းလွင်,ကချင်-10,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0213,ဦးစတီဖန်,ကျိုင်းတုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0034,​ဒေါ်ကျိန်ငိုက်မန်,ချင်း-7,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0129,ဦးဇော်မင်း,စစ်ကိုင်း-6,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,ဒုဥက္ကဋ္ဌ (၁),
LWMP-02-0301,ဦးဇော်ဝင်း,ထန်းတပင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0231,ဦးထွန်းအောင်(ခ)ဦးထွန်းထွန်းဟိန်,နောင်ချိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,ဒုဥက္ကဋ္ဌ (၂),
LWMP-02-0134,ဦးကျော်စိုးလင်း,ပြည်ကြီးတံခွန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,တွဲဖက်အတွင်းရေးမှူး,
LWMP-02-0012,ဦးဝေလှိုင်ထွန်း,ပုသိမ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0079,ဦးအောင်ကြည်ညွန့်,မကွေး-4,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0101,​ဒေါ်နွယ်နွယ်အောင်,မွန်-2,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0115,ဦးကျော်ကျော်,ရခိုင်-4,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0117,ဦးအေးသာအောင်,ရခိုင်-6,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,ဥက္ကဋ္ဌ,
UPMP-02-0162,ဒေါက်တာမြတ်ဉာဏစိုး,ရန်ကုန်-3,အမျိုးသားလွှတ်တော်,ပြည်ထောင်စုလွှတ်တော် ဥပဒေကြမ်းပူးပေါင်းကော်မတီ,အတွင်းရေးမှူး,
,ဗိုလ်မှူးကြီးမြင့်ဟန်,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0149,ဒေါက်တာခင်ဆောင်,ကျိုက်ထိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0065,ဦးအာမိုးဆီ,ခေါင်လန်ဖူးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0225,ဒေါက်တာဒေါ်သန်းငွေ,တောင်ကြီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0307,ဒေါက်တာစိန်မြအေး,ဒလမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0009,ဒေါက်တာဒေါ်ခင်ညို,ဒေးဒရဲမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0038,ဒေါက်တာခင်စိုးစိုးကြည်,ပြည်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0166,ဦးအောင်သောင်းရွှေ,ဘူးသီးတောင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0313,ဒေါ်ဖြူဖြူသင်း,မင်္ဂလာတောင်ညွန့်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0274,ဦးစိုးပိုင်ဌေး,မြိတ်မြို့မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0316,ဒေါက်တာသန်းဝင်း,မြောက်ဥက္ကလာပမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0250,ဦးစိုင်းဆမ်,မိုင်းယန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0204,ဒေါက်တာအေဇင်လတ်,ရွှေဘိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0019,ဒေါက်တာစံရွှေဝင်း,ရေကြည်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0050,ဦးမြင့်ဦး,သနပ်ပင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ကျန်းမာရေးနှင့် အားကစားဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးကြီးထွန်းမြတ်ဆွေ,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0029,ဦးဌေးမင်းသိန်း,ကြို့ပင်ကောက်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0184,ဦးအောင်သန်းစိန်,ခန္တီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0293,ဒေါက်တာအေးမင်း,ခရမ်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0126,ဒေါက်တာကြည်မို့မို့လွင်,စဥ့်ကိုင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0066,ဦးလုံဂျုံဆန်မိုင်,ဆွမ်ပရာဘွမ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0190,ဦးမောင်မောင်,ထီးချိုင့်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0036,ဦးခင်အေး,နတ်တလင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0232,ဦးစိုးမြင့်,ပင်းတယမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0087,ဒေါ်ဝင့်ဝါထွန်း,ရှားတောမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0118,ဦးသာချို(ခ)ဦးတင်ကြိုင်,ရေနံချောင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0144,ဦးခင်မောင်စိုး,ဝမ်းတွင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် စီးပွားရေးနှင့်ဘဏ္ဍာရေးဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အတွင်းရေးမှူး,
